,pow_of_2,decay,new_num_iter
0,301,1,1
1,302,1,1
2,303,1,1
3,304,1,1
4,305,1,1
5,306,1,1
6,307,1,1
7,308,1,1
8,309,1,1
9,310,1,1
10,311,1,1
11,312,1,1
12,313,1,1
13,314,1,1
14,315,1,1
15,316,1,1
16,317,1,1
17,318,1,1
18,319,1,1
19,320,1,1
20,321,1,1
21,322,1,1
22,323,1,1
23,324,1,1
24,325,1,1
